,Url,id,year,brand,model,bodytype,drivingconfiguration,Odometer,Price
12,https:/www.kijiji.ca/v-cars-trucks/kingston-on/2017-subaru-impreza-5dr-hb-cvt-convenience-bluetooth/1490894242?undefined,1490894242,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"55,500",20495.00
13,https:/www.kijiji.ca/v-cars-trucks/london/2010-subaru-impreza-sport-roof-heated-seats-awd/1488840543?undefined,1488840543,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"159,987",8495.00
14,https:/www.kijiji.ca/v-cars-trucks/london/2016-subaru-impreza-2-0i-cam-awd/1478356151?undefined,1478356151,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"79,221",17995.00
15,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza/1498833501?undefined,1498833501,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"210,000",4499.00
16,https:/www.kijiji.ca/v-cars-trucks/barrie/2013-subaru-impreza-2-0i-w-touring-pkg/1490550308?undefined,1490550308,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"98,132",13913.00
17,https:/www.kijiji.ca/v-cars-trucks/london/2010-subaru-impreza-2-5i/1485500116?undefined,1485500116,2010,Subaru,Impreza,Hatchback,Front-wheel drive (FWD),"138,591",6995.00
18,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894?undefined,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
19,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-2-5i-awd-clean-certified-pwr-group/1475659657?undefined,1475659657,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"180,000",5300.00
20,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-2-5i-w-sport-pkg/1498809424?undefined,1498809424,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"161,500",6988.00
21,https:/www.kijiji.ca/v-cars-trucks/kawartha-lakes/subaru-impreza-hatchback-2008/1498792481?undefined,1498792481,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"357,000",1000.00
22,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/2014-subaru-impreza-sedan/1498775667?undefined,1498775667,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"96,000",12500.00
23,https:/www.kijiji.ca/v-cars-trucks/ottawa/2015-subaru-impreza-2-0i-w-touring-pkg/1484061185?undefined,1484061185,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"82,081",14995.00
24,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/subaru-impreza-2010/1498721589?undefined,1498721589,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"195,000",5100.00
25,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-awd-finance-100-approved-3y-wrnty-available/1498749468?undefined,1498749468,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"155,310",5650.00
26,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-subaru-impreza-wrx-wrx-awd-6-speed-manual-camera-certified/1478673562?undefined,1478673562,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"94,052",24395.00
27,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-wrx-wrx-awd-6spd-camera-bluetooth-certified/1419183189?undefined,1419183189,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"71,119",25295.00
28,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-wrx-wrx-awd-camera-bluetooth-sunroof-certifi/1358682541?undefined,1358682541,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"71,166",25795.00
29,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-wrx-wrx-turbocharged-awd-camera-6-speed-certified/1349600245?undefined,1349600245,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"68,003",25795.00
30,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-subaru-impreza-wrx-wrx-awd-6-spd-camera-bluetooth-certified/1430794184?undefined,1430794184,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"73,991",25995.00
31,https:/www.kijiji.ca/v-cars-trucks/north-bay/2017-subaru-impreza-5dr-hb-cvt-touring/1488048060?undefined,1488048060,2017,Subaru,Impreza,Sedan,Other,"44,369",16995.00
32,https:/www.kijiji.ca/v-cars-trucks/barrie/2011-awd-subaru-impreza/1498731088?undefined,1498731088,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"215,000",3900.00
33,https:/www.kijiji.ca/v-cars-trucks/ottawa/2017-subaru-impreza-sport-tech-w-tech-pkg/1494327595?undefined,1494327595,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"22,441",22998.00
34,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza-premium-2-0i-awd-rearview-camera-43-638km/1495726706?undefined,1495726706,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"43,638",11900.00
35,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-wrx-wrx-awd-6spd-camera-bluetooth-certified/1430078789?undefined,1430078789,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"77,959",25795.00
36,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-wrx-wrx-awd-6spd-manual-camera-bluetooth-cer/1364585860?undefined,1364585860,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"108,451",22095.00
37,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2010-subaru-impreza-wrx-wrx-5-speed-awd-certified/1430078776?undefined,1430078776,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"155,145",12995.00
38,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2011-subaru-impreza-wrx-wrx-awd-sedan-5-speed-manual-turbo-certi/1345153450?undefined,1345153450,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"126,289",16795.00
39,https:/www.kijiji.ca/v-cars-trucks/ottawa/subaru-impreza-sport-awd-auto-hatchback-sunroof-heated-seats/1498700612?undefined,1498700612,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"156,000",5999.00
40,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2011-subaru-impreza-wrx-limited-awd-mt-leather-and-sunroof/1485172604?undefined,1485172604,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"123,718",14990.00
41,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2015-subaru-impreza-2-0i-sport-awd-sunroof/1484112658?undefined,1484112658,2015,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"107,134",14860.00
42,https:/www.kijiji.ca/v-cars-trucks/gatineau/2011-subaru-impreza-sport/1495705806?undefined,1495705806,2011,Subaru,Impreza,Hatchback,Other,"191,935",5400.00
43,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2008-subaru-impreza-wrx-wrx-sdn-5-speed-awd-certified/1464704157?undefined,1464704157,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"151,683",10795.00
44,https:/www.kijiji.ca/v-cars-trucks/ottawa/2017-subaru-impreza-touring/1478513849?undefined,1478513849,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"98,900",17398.00
45,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-subaru-impreza-5dr-hb-cvt-2-0i-w-limited-pkg/1484787877,1484787877,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"229,000",7390.00
46,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
47,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-wrx-sti-limited-awd/1461195312,1461195312,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"120,002",19800.00
48,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
49,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
50,https:/www.kijiji.ca/v-cars-trucks/barrie/2016-subaru-impreza-2-0i-sport-package/1496595520?undefined,1496595520,2016,Subaru,Impreza,Wagon,All-wheel drive (AWD),"88,153",17999.00
51,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2017-subaru-impreza-awd-nav-leather-sunroof/1429238882?undefined,1429238882,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"91,029",15000.00
52,https:/www.kijiji.ca/v-cars-trucks/barrie/2017-subaru-impreza-5dr-hb-man-touring/1498683290?undefined,1498683290,2017,Subaru,Impreza,Other,Other,"92,403",14900.00
53,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-2-0i-touring-pkg-automatic-accident-free/1493268796?undefined,1493268796,2013,Subaru,Impreza,Wagon,All-wheel drive (AWD),"152,500",10999.00
54,https:/www.kijiji.ca/v-cars-trucks/ottawa/2009-subaru-impreza-2-5i-w-sport-pkg/1492249585?undefined,1492249585,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"160,565",5495.00
55,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-wrx-sti-hb-only-131k-km-certified-warranty/1491769876?undefined,1491769876,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"131,573",19995.00
56,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-2-0i/1424713975?undefined,1424713975,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"58,000",12900.00
57,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-5dr-hb-wrx-sti-w-silver-wheels-navigation/1482835905?undefined,1482835905,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"219,353",11499.00
58,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-w-touring-pkg/1494710991?undefined,1494710991,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"137,000",11634.00
59,https:/www.kijiji.ca/v-cars-trucks/barrie/2010-subaru-impreza-2-5i-sport-made-in-japan-clean-carproof/1463845378?undefined,1463845378,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"206,285",5388.00
60,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza-sport-tech-sport-tech-w-technology-pkg/1494673684?undefined,1494673684,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"43,334",21248.00
61,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-subaru-impreza-wrx-5spd-turbo-priced-to-sell/1494672533?undefined,1494672533,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"172,000",5995.00
62,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza-touring/1485330751?undefined,1485330751,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"61,234",16900.00
63,https:/www.kijiji.ca/v-cars-trucks/ottawa/2012-subaru-impreza-2-0i/1485289966?undefined,1485289966,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"153,962",7680.00
64,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-2-0-awd/1487655991?undefined,1487655991,2015,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"104,789",10500.00
65,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-subaru-impreza-touring/1487656027?undefined,1487656027,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"44,969",15999.00
66,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617?undefined,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
67,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-2-5i/1494064020?undefined,1494064020,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"178,000",4900.00
68,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-2-5i/1494181925?undefined,1494181925,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"173,000",4900.00
69,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/03-impreza-ts/1498646899?undefined,1498646899,2003,Subaru,Impreza,Wagon,All-wheel drive (AWD),"144,451",2200.00
70,https:/www.kijiji.ca/v-cars-trucks/ottawa/2015-subaru-impreza-2-0i-groupe-sport/1460902866?undefined,1460902866,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"84,346",12495.00
71,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza-2-0i-awd-5-speed-manual-camera-winter-tire/1478459192?undefined,1478459192,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"50,000",13999.00
72,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2013-subaru-impreza-5dr-hb-limited-pkg-navigation-leather-no-acc/1476777802?undefined,1476777802,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"75,700",14500.00
73,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2011-subaru-impreza-limited-certified-2yr-warranty-free-acciden/1498539486?undefined,1498539486,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"143,960",7395.00
74,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-sport-awd-utomatic-sunroof-camera-bluetooth/1452074872?undefined,1452074872,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"62,000",13999.00
75,https:/www.kijiji.ca/v-cars-trucks/belleville/2010-subaru-impreza-2-5i-w-sport-pkg/1487506858?undefined,1487506858,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"210,000",6995.00
76,https:/www.kijiji.ca/v-cars-trucks/belleville/2011-subaru-impreza-2-5i/1488677078?undefined,1488677078,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"204,000",6995.00
77,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-awd-finance-100-approved-3y-wrnty-available/1498594311?undefined,1498594311,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"155,310",5650.00
78,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-subaru-impreza-2-5i-sport/1498579975?undefined,1498579975,2008,Subaru,Impreza,Sedan,4 x 4,N/A,N/A
79,https:/www.kijiji.ca/v-cars-trucks/ottawa/subaru-impreza-sport-awd-auto-hatchback-sunroof-heated-seats/1498570049?undefined,1498570049,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"156,000",5999.00
80,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124?undefined,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
81,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2011-subaru-impreza-touring/1496484676?undefined,1496484676,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"201,158",5700.00
82,https:/www.kijiji.ca/v-cars-trucks/belleville/2018-subaru-impreza-sport/1475710884?undefined,1475710884,2018,Subaru,Impreza,Other,Other,"42,473",19995.00
83,https:/www.kijiji.ca/v-cars-trucks/chatham-kent/2016-subaru-impreza-2-0i-awd-cam-1owner/1483835737?undefined,1483835737,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"33,725",N/A
84,https:/www.kijiji.ca/v-cars-trucks/gatineau/2008-subaru-impreza-2-5i-sport/1471958240?undefined,1471958240,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-impreza/1498534734?undefined,1498534734,2012,Subaru,Impreza,Hatchback,N/A,"114,500",10800.00
86,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2011-subaru-impreza-wrx-sti/1400833379?undefined,1400833379,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"191,352",11995.00
87,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-subaru-impreza-auto-bluetooth-no-accidents/1413052151?undefined,1413052151,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"99,800",11745.00
88,https:/www.kijiji.ca/v-cars-trucks/london/2016-subaru-impreza-2-0i-awd-cam-1owner/1431221835?undefined,1431221835,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"33,725",20495.00
89,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-subaru-impreza-premium-sunroof-awd/1476247859?undefined,1476247859,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"134,000",9895.00
90,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
91,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
92,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2011-subaru-impreza-4dr-sdn-auto-2-5i-w-limited-pkg/1497739190,1497739190,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"133,370",7950.00
93,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
94,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
95,https:/www.kijiji.ca/v-cars-trucks/hamilton/2009-subaru-impreza-2-5i/1490196746?undefined,1490196746,2009,Subaru,Impreza,Wagon,All-wheel drive (AWD),"174,838",5999.00
96,https:/www.kijiji.ca/v-cars-trucks/hamilton/2013-subaru-impreza-2-0i-touring-package-one-owner-serviced/1490196207?undefined,1490196207,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"137,880",10985.00
97,https:/www.kijiji.ca/v-cars-trucks/barrie/2019-subaru-impreza-2-0i-sport-tech-4-door-auto-w-eyesight-pkg/1490187137?undefined,1490187137,2019,Subaru,Impreza,Other,Other,"32,000",26000.00
98,https:/www.kijiji.ca/v-cars-trucks/kingston-on/2006-subaru-impreza/1498494762?undefined,1498494762,2006,Subaru,Impreza,Wagon,All-wheel drive (AWD),"291,000",1000.00
99,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2012-subaru-impreza-hatchback-touring-awd-sunroof-5speed/1476941668?undefined,1476941668,2012,Subaru,Impreza,Hatchback,Other,"210,000",6498.00
100,https:/www.kijiji.ca/v-cars-trucks/peterborough/iso/1498478502?undefined,1498478502,2005,Subaru,Impreza,Hatchback,N/A,"100,000",N/A
101,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-tech-package-low-km-safety-certified/1498477685?undefined,1498477685,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"41,800",15250.00
102,https:/www.kijiji.ca/v-cars-trucks/hamilton/2005-subaru-impreza/1498428238?undefined,1498428238,2005,Subaru,Impreza,Sedan,All-wheel drive (AWD),"255,500",4000.00
103,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2017-subaru-impreza-touring-backup-cam-heated-seats/1492267626?undefined,1492267626,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"55,944",17700.00
104,https:/www.kijiji.ca/v-cars-trucks/barrie/2010-subaru-impreza-sport-certified-financing-warranty/1498404463?undefined,1498404463,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"142,279",5900.00
105,https:/www.kijiji.ca/v-cars-trucks/muskoka/2005-subaru-impreza-2-5rs/1498385560?undefined,1498385560,2005,Subaru,Impreza,Hatchback,N/A,"290,000",400.00
106,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-subaru-impreza-touring/1498382315?undefined,1498382315,2020,Subaru,Impreza,Sedan,All-wheel drive (AWD),"2,890",24491.00
107,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-subaru-impreza-sport/1498382294?undefined,1498382294,2020,Subaru,Impreza,Sedan,All-wheel drive (AWD),"4,378",27524.00
108,https:/www.kijiji.ca/v-cars-trucks/cambridge/2010-subaru-impreza-wrx-custom-5speed-certified/1481098212?undefined,1481098212,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"175,000",9995.00
109,https:/www.kijiji.ca/v-cars-trucks/cambridge/2012-subaru-impreza-wrx-sti-w-tech-pkg-navi-6spd-certified/1487243939?undefined,1487243939,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"150,000",16995.00
110,https:/www.kijiji.ca/v-cars-trucks/ottawa/2009-subaru-impreza-2-5i/1498377493?undefined,1498377493,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"199,140",4300.00
111,https:/www.kijiji.ca/v-cars-trucks/hamilton/2011-subaru-impreza-2-5i-w-limited-pkg/1498373887?undefined,1498373887,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"186,638",N/A
112,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2011-subaru-impreza-2-5i-w-limited-pkg/1498373778?undefined,1498373778,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"186,638",N/A
113,https:/www.kijiji.ca/v-cars-trucks/ottawa/2018-subaru-impreza-sport/1479684726?undefined,1479684726,2018,Subaru,Impreza,Wagon,All-wheel drive (AWD),"19,273",25998.00
114,https:/www.kijiji.ca/v-cars-trucks/ottawa/subaru-impreza-for-parts-engine-great-body-rusting/1498370964?undefined,1498370964,2006,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"235,000",880.00
115,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-w-limited-pkg/1467536379?undefined,1467536379,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"133,776",12995.00
116,https:/www.kijiji.ca/v-cars-trucks/ottawa/2010-subaru-impreza-2-5i-w-sport-pkg/1475670387?undefined,1475670387,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"153,799",9995.00
117,https:/www.kijiji.ca/v-cars-trucks/ottawa/2014-subaru-impreza-covid-19-corona-and-sales-update/1485957785?undefined,1485957785,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"112,000",9900.00
118,https:/www.kijiji.ca/v-cars-trucks/barrie/2014-subaru-impreza-leather-heated-seats/1490149056?undefined,1490149056,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"176,000",8990.00
119,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2011-subaru-impreza-4dr-sdn-auto-2-5i-w-sport-pkg/1490031425?undefined,1490031425,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"103,000",7998.00
120,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza-2-0i-low-kms-back-up-cam-certified/1490028809?undefined,1490028809,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"30,850",16499.00
121,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2014-subaru-impreza-2-0i-rare-manual-awd-certified/1480014543?undefined,1480014543,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"120,000",10990.00
122,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-w-touring-pkg/1489489413?undefined,1489489413,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"83,042",15495.00
123,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2006-subaru-impreza-awd-2-5i-7995/1498335748?undefined,1498335748,2006,Subaru,Impreza,Sedan,Other,"106,422",7995.00
124,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-impreza-wrx-2002-pas-dechange-no-trades/1498328465?undefined,1498328465,2002,Subaru,Impreza,Sedan,All-wheel drive (AWD),"384,047",7000.00
125,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2009-subaru-impreza/1489826749?undefined,1489826749,2009,Subaru,Impreza,Sedan,N/A,"112,500",6500.00
126,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-2-5i-w-sport-pkg-touring-awd-no-accident/1498329964?undefined,1498329964,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"154,367",7995.00
